,0
618,283.541
619,75.421715
620,170.08403
621,68.12497
622,301.65356
623,331.6154
624,28.417871
625,87.375015
626,224.8112
627,208.51375
628,40.421116
629,228.533
630,165.8419
631,174.56981
632,88.34562
633,88.928795
634,271.0711
635,307.19293
636,47.425167
637,335.5748
638,300.50903
639,163.18414
640,88.90423
641,145.79875
642,79.97147
643,105.98361
644,90.821434
645,32.635635
646,320.8798
647,170.50435
648,370.03625
649,135.77989
650,163.33089
651,45.262703
652,162.03159
653,165.8824
654,779.99347
655,275.1878
656,54.45967
657,79.166466
658,288.54724
659,100.11686
660,136.40747
661,188.84505
662,161.90816
663,162.19542
664,324.42633
665,286.4544
666,183.53139
667,195.87024
668,134.51213
669,361.46527
670,212.98492
671,536.3564
672,268.71716
673,83.106766
674,230.24367
675,303.3473
676,113.3182
677,105.049446
678,259.86838
679,69.94355
680,185.96904
681,190.90184
682,390.9031
683,275.89926
684,232.90993
685,182.61165
686,465.7746
687,90.98257
688,187.83565
689,138.46706
690,213.41695
691,185.37096
692,102.69264
693,210.42714
694,88.98532
695,146.45482
696,100.94253
697,247.46059
698,171.91475
699,118.11693
700,60.769333
701,346.3687
702,138.73506
703,326.13113
704,138.47667
705,151.77248
706,52.212967
707,53.651333
708,105.68094
709,87.29182
710,115.58884
711,432.38678
712,402.24854
713,123.53565
714,200.99596
715,188.2939
716,44.713005
717,297.72632
718,171.18292
719,402.59833
720,40.47377
721,182.48119
722,140.91489
723,264.40085
724,105.37177
725,224.22292
726,195.51543
727,64.4795
728,101.939
729,43.630386
730,84.70046
731,143.49248
732,254.18352
733,329.1637
734,111.322014
735,87.50114
736,80.005516
737,79.185005
738,45.95912
739,119.08556
740,81.431366
741,186.48654
742,238.90215
743,288.12915
744,28.568628
745,101.55897
746,114.093765
747,159.25447
748,371.922
749,362.32288
750,235.07219
751,109.203606
752,121.24521
753,159.40161
754,271.97412
755,515.77814
756,309.95667
757,79.31708
758,45.021523
759,137.36046
760,159.9652
761,50.772636
762,170.34204
763,213.71396
764,131.29268
765,66.41247
766,89.92536
767,107.9786
768,362.4362
769,352.63904
770,230.92316
771,128.36441
772,108.04653
773,326.0835
774,153.03014
775,32.85188
776,41.0052
777,357.78088
778,49.14232
779,123.52839
780,146.19424
781,328.31653
782,225.0013
783,120.42935
784,67.02419
785,161.16615
786,104.58825
787,122.29407
788,130.26427
789,80.72298
790,21.167923
791,90.4779
792,121.857735
793,43.55189
794,64.23654
795,35.12786
796,195.82506
797,94.69297
798,223.33331
799,354.36792
800,613.2736
801,176.86307
802,148.68153
803,354.0501
804,77.349434
805,49.615433
806,89.983246
807,28.566935
808,170.9565
809,147.80666
810,140.57681
811,181.91246
812,60.58811
813,100.192406
814,24.921824
815,151.29265
816,140.18861
817,98.77678
818,70.08766
819,170.85294
820,32.419754
821,220.16237
822,107.45324
823,94.68644
824,115.26566
825,39.894577
826,145.46458
827,305.21295
828,72.75747
829,180.80815
830,77.47843
831,104.54783
832,168.67589
833,150.89989
834,362.03336
835,231.1818
836,68.14272
837,99.473015
838,84.99133
839,79.63249
840,78.57954
841,373.37613
842,-7.8308544
843,75.76952
844,119.74976
845,23.901953
846,385.54047
847,70.11751
848,59.319138
849,164.07343
850,94.00175
851,71.85967
852,51.993332
853,66.36313
854,187.10754
855,190.66313
856,16.67951
857,155.72893
858,88.04296
859,369.29504
860,65.23771
861,46.592064
862,348.7974
863,184.11215
864,364.27737
865,138.9615
866,78.12421
867,100.69865
868,118.950165
869,31.232079
870,50.848946
871,130.80447
872,279.22028
873,75.88596
874,180.79774
875,149.61078
876,295.29828
877,35.678215
878,19.154089
879,140.19257
880,53.112915
881,431.48288
882,252.14099
883,363.46268
884,145.59035
885,73.208435
886,235.04552
887,245.83138
888,113.264465
889,77.95266
890,69.08328
891,66.41135
892,119.82579
893,254.10721
894,218.46602
895,215.60078
896,80.58036
897,145.88506
898,180.4189
899,192.16243
900,175.04381
901,205.25844
902,117.47497
903,117.28878
904,263.03635
905,113.8335
906,304.13806
907,152.5213
908,83.92613
909,379.7199
910,161.27434
911,143.1066
912,48.626263
913,329.29227
914,285.76447
915,83.654495
916,60.539505
917,239.67075
918,39.137558
919,314.15414
920,116.08076
921,103.9858
922,231.61394
923,82.281044
924,59.57421
925,43.57451
926,102.179726
927,156.84752
928,12.323312
929,70.09834
930,131.95428
931,103.84458
932,111.60644
933,477.71222
934,-22.985025
935,108.9309
936,182.20505
937,160.8509
938,251.46944
939,329.37808
940,191.7909
941,244.40065
942,143.72311
943,67.40726
944,108.739174
945,253.30127
946,325.83728
947,125.015724
948,159.15758
949,228.23471
950,106.4447
951,30.553669
952,47.35907
953,50.651634
954,203.69376
955,184.3138
956,177.8821
957,350.21594
958,87.07407
959,558.7433
960,127.18932
961,60.340263
962,311.10434
963,220.45583
964,209.38277
965,77.04061
966,205.20811
967,103.55261
968,133.77611
969,158.9359
970,135.33553
971,180.33597
972,30.356073
973,248.51414
974,161.90634
975,75.35067
976,77.65073
977,116.55103
978,220.06104
979,66.64141
980,82.521706
981,587.2224
982,167.01958
983,-40.88073
984,181.91388
985,195.48323
986,119.580055
987,237.36623
988,160.33005
989,49.136818
990,483.62305
991,198.5015
992,76.813
993,204.44771
994,271.40732
995,78.61592
996,59.603806
997,150.35954
998,170.97993
999,103.7603
1000,21.697315
1001,195.75392
1002,179.05223
1003,55.46932
1004,349.03107
1005,152.05275
1006,152.49074
1007,68.10934
1008,127.29753
1009,151.43442
1010,100.89552
1011,125.51093
1012,337.65308
1013,231.16855
1014,91.54836
1015,25.698557
1016,103.18061
1017,150.17844
1018,143.2298
1019,151.41226
1020,141.52011
1021,133.2223
1022,132.19572
1023,124.949425
1024,91.98363
1025,132.82901
1026,150.73729
1027,68.47404
1028,102.18988
1029,127.320435
1030,185.5743
1031,535.96295
1032,72.643715
1033,147.546
1034,104.6341
1035,170.49117
1036,52.650406
1037,139.62886
1038,197.42168
1039,122.61156
1040,182.21709
1041,406.9719
1042,208.7675
1043,34.17649
1044,251.73885
1045,87.4627
1046,352.09927
1047,150.14285
1048,83.86639
1049,47.553017
1050,222.27577
1051,173.85939
1052,209.99187
1053,74.64068
1054,218.57729
1055,57.158237
1056,197.98656
1057,111.61456
1058,57.91124
1059,293.24786
1060,216.24925
1061,12.099262
1062,69.24339
1063,161.25665
1064,169.81607
1065,158.76111
1066,351.61868
1067,88.821365
1068,70.16476
1069,85.545204
1070,193.73116
1071,165.16466
1072,313.66968
1073,89.90617
1074,40.078102
1075,516.84467
1076,132.00897
1077,176.0627
1078,138.06314
1079,87.54785
1080,134.51476
1081,46.62844
1082,230.17854
1083,87.46533
1084,101.15734
1085,61.133377
1086,424.72443
1087,79.644554
1088,165.30397
1089,85.64659
1090,137.61797
1091,299.83807
1092,143.98906
1093,143.05663
1094,247.68037
1095,92.68601
1096,206.43661
1097,20.424932
1098,58.00781
1099,141.7936
1100,233.88722
1101,317.006
1102,114.96172
1103,28.371998
1104,153.57207
1105,37.394627
1106,205.52675
1107,116.833565
1108,347.43616
1109,204.35884
1110,33.819977
1111,235.27803
1112,174.30833
1113,90.74666
1114,57.571945
1115,223.3481
1116,153.9284
1117,304.35864
1118,284.66196
1119,149.73631
1120,76.04293
1121,83.39031
1122,291.59396
1123,224.04767
1124,133.93394
1125,142.40022
1126,133.8203
1127,197.33897
1128,105.53464
1129,172.83835
1130,92.95359
1131,114.83286
1132,366.19318
1133,139.3225
1134,164.98555
1135,36.82999
1136,139.06096
1137,106.72991
1138,280.2831
1139,301.41846
1140,62.976215
1141,170.9734
1142,75.74471
1143,55.076355
1144,69.92393
1145,217.85414
1146,71.55302
1147,148.7455
1148,260.40384
1149,163.256
1150,128.00977
1151,144.57442
1152,127.72055
1153,124.04835
1154,39.226852
1155,108.337395
1156,104.88473
1157,59.83683
1158,38.59809
1159,88.96554
1160,238.24422
1161,127.395256
1162,170.98055
1163,142.85889
1164,162.179
1165,158.45198
1166,221.04295
1167,82.189095
1168,104.45295
1169,188.24815
1170,125.09138
1171,335.38275
1172,199.6241
1173,350.93066
1174,264.06552
1175,64.59217
1176,342.14905
1177,252.11269
1178,258.8482
1179,268.06354
1180,120.45626
1181,273.6391
1182,158.63931
1183,21.371042
1184,182.0794
1185,176.0168
1186,176.91045
1187,82.8358
1188,209.55737
1189,91.70075
1190,220.18562
1191,115.82988
1192,47.841877
1193,109.876205
1194,160.57773
1195,175.30159
1196,125.37585
1197,364.98303
1198,144.32715
1199,218.32312
1200,140.82803
1201,334.6772
1202,154.25713
1203,240.02327
1204,434.2808
1205,298.779
1206,188.02132
1207,213.73967
1208,409.62994
1209,527.62494
1210,61.85681
1211,117.94948
1212,294.90057
1213,261.2774
1214,4.2235856
1215,132.83229
1216,220.73238
1217,180.18176
1218,216.14568
1219,122.87017
1220,172.83513
1221,42.626717
1222,145.81343
1223,106.29266
1224,81.56699
1225,128.38054
1226,196.14665
1227,97.51851
1228,51.450096
1229,122.169426
1230,260.82504
1231,64.89849
1232,117.7627
1233,98.90786
1234,34.028053
1235,202.06544
1236,69.048454
1237,108.24453
1238,32.83571
1239,330.1687
1240,163.08961
1241,148.72635
1242,81.33601
1243,87.067726
1244,103.99439
1245,145.36739
1246,85.259254
1247,93.22138
1248,95.64629
1249,115.12503
1250,102.93383
1251,119.25456
1252,46.119884
1253,129.74931
1254,29.812252
1255,40.30232
1256,270.90002
1257,125.74891
1258,162.86093
1259,417.85373
1260,92.09014
1261,519.43616
1262,234.22543
1263,108.59849
1264,83.46097
1265,388.90976
1266,98.2268
1267,47.958466
1268,40.279457
1269,94.39185
1270,64.651924
1271,23.140085
1272,47.815422
1273,192.42337
1274,79.837875
1275,109.388435
1276,473.1413
1277,65.889534
1278,168.2291
1279,262.5072
1280,307.6208
1281,115.477974
1282,282.20303
1283,71.26728
1284,246.62738
1285,212.00793
1286,33.36158
1287,53.42093
1288,84.60308
1289,115.61568
1290,130.30759
1291,249.41905
1292,78.41111
1293,165.962
1294,201.66985
1295,222.63795
1296,74.60874
1297,254.14066
1298,285.22192
1299,136.39365
1300,425.10538
1301,174.57109
1302,360.39215
1303,436.40903
1304,134.88332
1305,131.58156
1306,255.28166
1307,67.3896
1308,315.06177
1309,92.40157
1310,223.91074
1311,74.2943
1312,225.56453
1313,417.4755
1314,159.10196
1315,150.8094
1316,178.24977
1317,122.13282
1318,163.10725
1319,149.19843
1320,190.23778
1321,47.884617
1322,75.93093
1323,104.117134
1324,228.98619
1325,246.09448
1326,140.35143
1327,514.02466
1328,486.881
1329,109.39505
1330,149.6384
1331,89.187675
1332,145.81819
1333,427.08524
1334,206.13379
1335,251.75015
1336,204.74219
1337,486.7829
1338,163.32045
1339,30.940493
1340,186.04396
1341,232.32306
1342,91.279915
1343,107.2056
1344,42.94001
1345,103.59047
1346,62.877068
1347,223.16423
1348,195.70184
1349,191.1946
1350,86.847176
1351,142.62549
1352,410.81757
1353,185.16554
1354,-9.803986
1355,160.0944
1356,130.55075
1357,78.8254
1358,217.18156
1359,37.177067
1360,8.791523
1361,85.75995
1362,352.4744
1363,57.046654
1364,118.87725
1365,129.7704
1366,38.174515
1367,49.55956
1368,189.02113
1369,121.57167
1370,201.81958
1371,274.58765
1372,181.33719
1373,174.84232
1374,324.22333
1375,58.385063
1376,98.19825
1377,400.71924
1378,119.91349
1379,188.75505
1380,72.81649
1381,83.83091
1382,459.83356
1383,25.677528
1384,328.9267
1385,127.3612
1386,38.401016
1387,59.02392
1388,60.804127
1389,81.933205
1390,174.41847
1391,114.1091
1392,335.28152
1393,317.08435
1394,496.7016
1395,155.26508
1396,213.42525
1397,20.536436
1398,65.84999
1399,87.29537
1400,176.12762
1401,193.30638
1402,300.46616
1403,80.83072
1404,108.50305
1405,84.903435
1406,104.56126
1407,320.85565
1408,78.98006
1409,115.20211
1410,230.45001
1411,51.74527
1412,90.01794
1413,76.77806
1414,178.05556
1415,146.54158
1416,49.957474
1417,206.59654
1418,260.70703
1419,159.65987
1420,64.55175
1421,32.75846
1422,115.70937
1423,288.9227
1424,95.50707
1425,104.950005
1426,175.59828
1427,137.33885
1428,489.99005
1429,84.180565
1430,213.22034
1431,17.30244
1432,222.21324
1433,173.3645
1434,87.124176
1435,157.03831
1436,52.22695
1437,109.44106
1438,154.59473
1439,83.890015
1440,149.79643
1441,59.516884
1442,95.59464
1443,69.07486
1444,265.26117
1445,85.207886
1446,135.784
1447,198.07994
1448,172.34814
1449,110.697105
1450,35.599915
1451,65.18803
1452,269.9194
1453,288.9186
1454,217.04924
1455,47.60215
1456,76.51331
1457,254.82106
1458,158.46608
1459,66.62974
1460,67.53605
1461,161.15727
1462,242.71873
1463,181.11264
1464,82.193054
1465,300.5015
1466,108.47523
1467,298.21802
1468,192.64035
1469,169.90765
1470,351.88898
1471,270.9059
1472,307.14258
1473,263.96738
1474,77.00063
1475,59.139496
1476,285.6582
1477,86.47199
1478,545.2005
1479,294.7951
1480,265.832
1481,92.788994
1482,63.3804
1483,133.87717
1484,72.61843
1485,138.95607
1486,182.62657
1487,209.76122
1488,381.5805
1489,25.276642
1490,105.60932
1491,116.92122
1492,368.317
1493,69.37912
1494,182.14993
1495,235.18451
1496,66.745094
1497,23.734146
1498,43.071747
1499,163.20366
1500,244.67842
1501,298.22043
1502,90.77418
1503,86.69367
1504,318.05905
1505,6.0649333
1506,306.0473
1507,238.78575
1508,231.67073
1509,196.60133
1510,207.07156
1511,140.41298
1512,198.83585
1513,60.371635
1514,77.677574
1515,204.20032
1516,46.618874
1517,69.50179
1518,280.961
1519,86.63204
1520,103.4623
1521,76.14452
1522,170.49162
1523,183.90233
1524,61.265446
1525,191.63286
1526,72.24928
1527,44.371525
1528,129.70583
1529,151.67726
1530,153.78503
1531,120.0476
1532,49.816452
1533,131.35326
1534,250.10152
1535,263.2014
1536,350.5776
1537,168.91792
1538,165.39268
1539,123.98258
1540,110.77877
1541,228.35876
1542,106.50585
1543,83.16294
1544,184.1164
1545,84.315994
1546,86.49842
1547,42.598503
1548,115.38718
1549,47.775417
1550,207.61253
1551,164.9892
1552,182.19142
1553,73.95545
1554,73.76303
1555,309.17105
1556,139.23866
1557,308.44073
1558,252.9062
1559,66.04319
1560,112.74612
1561,63.990906
1562,120.56703
1563,40.88609
1564,30.191261
1565,322.35605
1566,225.50597
1567,254.98189
1568,174.91316
1569,102.18925
1570,194.42189
1571,117.43179
1572,61.165756
1573,129.00142
1574,74.83338
1575,74.503784
1576,149.22343
1577,103.14559
1578,203.53957
1579,103.53865
1580,92.71734
1581,53.84201
1582,155.64354
1583,57.90937
1584,231.11739
1585,336.6425
1586,315.42007
1587,175.16747
1588,393.68164
1589,154.9065
1590,164.78877
1591,191.42174
1592,268.94232
1593,52.382645
1594,174.56883
1595,251.15453
1596,98.67743
1597,175.06804
1598,73.095276
1599,108.269135
1600,135.05356
1601,178.31581
1602,236.34547
1603,274.62988
1604,38.7466
1605,122.57173
1606,23.095495
1607,224.88405
1608,174.2412
1609,236.89781
1610,127.24476
1611,169.27571
1612,256.47925
1613,166.83868
1614,553.5305
1615,572.63983
1616,340.50998
1617,158.00365
1618,140.48763
1619,100.80549
1620,89.89379
1621,23.880226
1622,164.24675
1623,224.61424
1624,157.84726
1625,241.66002
1626,211.44122
1627,160.28418
1628,230.77821
1629,96.00152
1630,122.156204
1631,93.26273
1632,266.9363
1633,85.965614
1634,39.989845
1635,154.90407
1636,214.09343
1637,101.81877
1638,154.44742
1639,103.05732
1640,68.40346
1641,60.761333
1642,139.09724
1643,243.6401
1644,149.66478
1645,120.834885
1646,240.1451
1647,410.20657
1648,81.79762
1649,55.028652
1650,228.45403
1651,354.7645
1652,98.319374
1653,85.33323
1654,370.6737
1655,234.21385
1656,111.42347
1657,78.92167
1658,128.04424
1659,328.9367
1660,97.52002
1661,35.894966
1662,100.30923
1663,80.408226
1664,194.5377
1665,45.55381
1666,250.3791
1667,137.75592
1668,262.63113
1669,111.68337
1670,95.04391
1671,167.51698
1672,129.2158
1673,147.9305
1674,200.05615
1675,255.11389
1676,-4.2193246
1677,111.69214
1678,116.42556
1679,179.66939
1680,86.86642
1681,93.83847
1682,254.72668
1683,95.48246
1684,297.8676
1685,112.25024
1686,238.18802
1687,75.17197
1688,-10.227186
1689,169.50926
1690,91.84676
1691,191.61607
1692,72.18878
1693,341.57968
1694,68.70024
1695,21.580969
1696,195.38348
1697,190.75566
1698,73.94848
1699,181.4246
1700,154.08061
1701,80.45385
1702,73.54298
1703,139.42502
1704,159.06943
1705,114.04099
1706,88.77535
1707,108.33499
1708,152.84354
1709,335.41614
1710,114.30132
1711,401.6162
1712,175.86623
1713,114.15577
1714,238.90802
1715,164.14572
1716,74.407
1717,63.0914
1718,253.08928
1719,245.91634
1720,352.0902
1721,184.60413
1722,69.01182
1723,101.16573
1724,14.46136
1725,307.0109
1726,110.29151
1727,394.4406
1728,97.88889
1729,211.62816
1730,357.65
1731,152.5627
1732,357.52908
1733,621.87054
1734,83.01703
1735,215.70673
1736,109.26723
1737,163.34183
1738,151.2808
1739,45.224384
1740,133.54875
1741,85.30264
1742,84.85012
1743,179.69926
1744,82.3007
1745,79.06096
1746,207.51051
1747,59.3975
1748,142.93703
1749,72.64882
1750,176.40034
1751,202.21829
1752,145.8436
1753,122.53477
1754,69.311386
1755,109.72414
1756,286.71362
1757,116.47255
1758,160.59923
1759,142.5429
1760,238.99643
1761,113.54896
1762,106.86413
1763,379.00616
1764,259.3817
1765,171.81525
1766,60.798004
1767,106.00239
1768,69.30387
1769,185.56598
1770,55.74496
1771,357.44843
1772,191.32759
1773,385.5517
1774,175.06801
1775,380.86218
1776,153.01024
1777,203.58264
1778,46.956337
1779,156.71556
1780,403.3839
1781,206.1907
1782,159.55745
1783,130.19835
1784,93.718025
1785,221.52487
1786,306.86578
1787,149.39333
1788,116.799034
1789,121.631226
1790,215.04207
1791,192.0035
1792,24.22458
1793,410.97333
1794,109.36007
1795,292.3565
1796,157.59969
1797,56.2246
1798,459.07846
1799,154.19214
1800,40.84148
1801,151.46565
1802,48.180157
1803,54.339993
1804,76.683014
1805,93.01859
1806,73.859886
1807,48.940742
1808,233.16713
1809,92.509224
1810,23.402685
1811,292.8745
1812,156.03572
1813,104.41465
1814,90.65888
1815,173.7768
1816,340.55417
1817,-31.20606
1818,63.442856
1819,181.94867
1820,266.17114
1821,322.92444
1822,319.95114
1823,70.56954
1824,154.70854
1825,197.25415
1826,30.67713
1827,169.82082
1828,5.2128415
1829,156.02501
1830,108.79598
1831,29.606905
1832,59.85131
1833,95.85096
1834,145.80482
1835,117.0597
1836,190.46301
1837,183.8279
1838,252.94666
1839,471.59943
1840,37.275696
1841,252.87401
1842,43.610107
1843,150.01534
1844,98.27752
1845,169.01347
1846,433.22232
1847,270.09705
1848,152.68681
1849,100.50274
1850,73.96026
1851,122.40484
1852,165.08887
1853,342.96664
1854,171.31465
1855,111.053215
1856,108.83244
1857,168.17456
1858,127.56496
1859,13.846258
1860,1179.8572
1861,93.74862
1862,260.9693
1863,471.99783
1864,492.63977
1865,262.06366
1866,323.4576
1867,76.74186
1868,295.86844
1869,239.10066
1870,219.06764
1871,156.02362
1872,283.92584
1873,50.099297
1874,88.70561
