,0
1875,178.82808
1876,220.0931
1877,209.9121
1878,43.296867
1879,174.60022
1880,79.87043
1881,49.652916
1882,40.47642
1883,386.00995
1884,155.01591
1885,107.233406
1886,220.43236
1887,111.692085
1888,7.7036257
1889,-56.717915
1890,165.98007
1891,268.29266
1892,151.5751
1893,127.54946
1894,125.3841
1895,148.925
1896,284.54132
1897,1099.3376
1898,74.656425
1899,111.89638
1900,236.90425
1901,154.98938
1902,73.828384
1903,162.16747
1904,149.32591
1905,44.886696
1906,90.47479
1907,129.89032
1908,452.70227
1909,353.40756
1910,514.0065
1911,170.40707
1912,141.39
1913,89.04127
1914,215.81285
1915,272.19055
1916,113.62421
1917,151.1819
1918,52.980545
1919,252.91849
1920,131.24893
1921,178.56865
1922,88.908134
1923,47.305496
1924,92.44431
1925,61.10712
1926,97.84478
1927,223.12485
1928,237.64638
1929,149.42418
1930,97.589485
1931,157.0655
1932,348.5041
1933,103.16338
1934,58.71576
1935,122.16811
1936,155.02843
1937,192.784
1938,-2.0955973
1939,253.54556
1940,174.04814
1941,167.14613
1942,157.70172
1943,135.45876
1944,31.844597
1945,142.91634
1946,57.44256
1947,204.88571
1948,111.03977
1949,147.72667
1950,146.42162
1951,234.7826
1952,112.75778
1953,42.64689
1954,313.74704
1955,355.11707
1956,355.0987
1957,143.47368
1958,250.17998
1959,114.40789
1960,280.5089
1961,133.0223
1962,100.16454
1963,157.04836
1964,364.8031
1965,229.79533
1966,330.86435
1967,115.65151
1968,111.391205
1969,442.98264
1970,132.53455
1971,159.2032
1972,115.706696
1973,151.26279
1974,198.04771
1975,326.29907
1976,287.68524
1977,64.73055
1978,305.22842
1979,67.321106
1980,233.23784
1981,163.51266
1982,180.89238
1983,194.0159
1984,221.54524
1985,174.57626
1986,184.16946
1987,538.46564
1988,394.73956
1989,178.77574
1990,233.03496
1991,136.26347
1992,324.87
1993,256.70847
1994,84.27735
1995,265.67728
1996,135.28932
1997,122.35902
1998,234.41107
1999,293.69806
2000,433.98804
2001,92.004295
2002,104.67088
2003,148.13586
2004,164.0515
2005,131.20168
2006,7.0316343
2007,226.72401
2008,50.82693
2009,58.21253
2010,247.07549
2011,156.37941
2012,83.96773
2013,283.00308
2014,231.489
2015,357.31378
2016,338.49603
2017,205.7913
2018,382.98074
2019,227.29822
2020,154.08401
2021,255.03351
2022,-9.7774725
2023,155.13516
2024,-5.1359634
2025,45.208923
2026,131.21832
2027,195.75621
2028,73.8664
2029,294.9895
2030,160.55455
2031,331.06012
2032,294.23187
2033,282.83932
2034,140.24678
2035,149.92705
2036,99.485115
2037,357.5016
2038,83.30542
2039,199.86095
2040,464.99377
2041,134.10258
2042,257.41187
2043,145.20332
2044,218.49788
2045,156.31523
2046,148.68918
2047,142.38313
2048,377.0517
2049,298.39612
2050,90.84478
